epoch,dataset,train_num,train_acc,train_loss,train_recall,train_precision,train_tp,train_tn,train_fp,train_fn,test_num,test_acc,test_loss,test_recall,test_precision,test_tp,test_tn,test_fp,test_fn,RECALL,PRECISION,F1,SCORE
10,3,121318,0.8012,0.445,83.8194,78.045,50844,46356,14303,9815,7622,0.7792,0.4684,86.3946,32.7742,762,5177,1563,120,0.863945578,0.327741935,0.475210477,0.821572789
14,3,121318,0.8074,0.4294,85.5982,78.0246,51923,46035,14624,8736,7622,0.785,0.4514,85.2608,33.2596,752,5231,1509,130,0.85260771,0.332596196,0.478523703,0.818803855
13,3,121318,0.8058,0.4331,85.2025,77.9921,51683,46075,14584,8976,7622,0.7722,0.4992,86.3946,32.0437,762,5124,1616,120,0.863945578,0.320437342,0.467484663,0.818072789
11,1,121318,0.7987,0.4414,84.4129,77.3802,51204,45691,14968,9455,7622,0.7544,0.4631,88.0952,30.5425,777,4973,1767,105,0.880952381,0.305424528,0.453590193,0.81767619
12,2,121318,0.8044,0.4374,84.0139,78.4055,50962,46623,14036,9697,7622,0.7589,0.5086,87.6417,30.8953,773,5011,1729,109,0.876417234,0.308952838,0.456855792,0.817658617
15,3,121318,0.8094,0.4256,85.9889,78.106,52160,46038,14621,8499,7622,0.7683,0.4496,86.6213,31.675,764,5092,1648,118,0.866213152,0.316749585,0.46387371,0.817256576
7,3,121318,0.7986,0.4482,83.7205,77.7191,50784,46100,14559,9875,7622,0.775,0.4645,85.941,32.2691,758,5149,1591,124,0.859410431,0.322690507,0.469204581,0.817205215
11,3,121318,0.8034,0.439,84.3733,78.0742,51180,46286,14373,9479,7622,0.7578,0.5208,87.6417,30.7968,773,5003,1737,109,0.876417234,0.307968127,0.455778302,0.817108617
8,3,121318,0.8019,0.4439,84.1145,77.9989,51023,46267,14392,9636,7622,0.7767,0.4896,85.7143,32.4185,756,5164,1576,126,0.857142857,0.324185249,0.470441817,0.816921429
12,3,121318,0.8049,0.4346,84.8481,78.0433,51468,46179,14480,9191,7622,0.7665,0.4744,86.6213,31.4922,764,5078,1662,118,0.866213152,0.314921682,0.46191052,0.816356576
21,2,121318,0.8168,0.4087,86.8494,78.7074,52682,46407,14252,7977,7622,0.7686,0.4801,86.3946,31.6708,762,5096,1644,120,0.863945578,0.316708229,0.46350365,0.816272789
16,3,121318,0.8116,0.4217,86.7159,78.05,52601,45866,14793,8058,7622,0.7796,0.4358,85.2608,32.6672,752,5190,1550,130,0.85260771,0.326672459,0.472361809,0.816103855
11,2,121318,0.8023,0.4404,83.6595,78.2915,50747,46588,14071,9912,7622,0.7909,0.4192,84.127,33.7887,742,5286,1454,140,0.841269841,0.337887067,0.482131254,0.816084921
8,2,121318,0.7972,0.4512,82.9011,77.9378,50287,46424,14235,10372,7622,0.7659,0.4981,86.6213,31.4403,764,5074,1666,118,0.866213152,0.314403292,0.461352657,0.816056576
13,2,121318,0.8056,0.4349,84.2942,78.4293,51132,46596,14063,9527,7622,0.7777,0.4397,85.3741,32.4849,753,5175,1565,129,0.853741497,0.324849008,0.470625,0.815720748
15,2,121318,0.8071,0.4292,84.7805,78.4032,51427,46493,14166,9232,7622,0.7547,0.5174,87.6417,30.5051,773,4979,1761,109,0.876417234,0.305051302,0.452576112,0.815558617
14,2,121318,0.8065,0.432,84.6222,78.4015,51331,46518,14141,9328,7622,0.7897,0.4331,84.127,33.6508,742,5277,1463,140,0.841269841,0.336507937,0.480725624,0.815484921
5,3,121318,0.7938,0.455,83.3759,77.2126,50575,45733,14926,10084,7622,0.7747,0.4528,85.6009,32.1962,755,5150,1590,127,0.85600907,0.32196162,0.467926867,0.815354535
10,2,121318,0.8002,0.444,83.3941,78.1239,50586,46494,14165,10073,7622,0.7711,0.4869,85.941,31.8621,758,5119,1621,124,0.859410431,0.318621269,0.464888071,0.815255215
18,3,121318,0.8143,0.4135,87.0357,78.2658,52795,45998,14661,7864,7622,0.7477,0.4936,88.0952,29.9422,777,4922,1818,105,0.880952381,0.299421965,0.446937015,0.81432619
18,2,121318,0.8115,0.4196,85.8224,78.4848,52059,46388,14271,8600,7622,0.7663,0.4521,86.1678,31.4179,760,5081,1659,122,0.861678005,0.314179413,0.460466525,0.813989002
6,3,121318,0.7968,0.4512,83.4666,77.5951,50630,46040,14619,10029,7622,0.7739,0.4577,85.3741,32.0835,753,5146,1594,129,0.853741497,0.320835109,0.466398266,0.813820748
6,2,121318,0.7906,0.4606,83.1468,76.8584,50436,45473,15186,10223,7622,0.7561,0.5103,87.0748,30.5611,768,4995,1745,114,0.870748299,0.305610824,0.452430044,0.81342415
26,2,121318,0.8261,0.3913,89.0321,78.8916,54006,46209,14450,6653,7622,0.7595,0.4556,86.7347,30.8343,765,5024,1716,117,0.867346939,0.30834341,0.454950937,0.813423469
12,1,121318,0.8028,0.4365,84.8629,77.7352,51477,45915,14744,9182,7622,0.7638,0.4778,86.2812,31.1885,761,5061,1679,121,0.862811791,0.311885246,0.458157736,0.813305896
20,2,121318,0.8139,0.4137,86.3483,78.5595,52378,46364,14295,8281,7622,0.7886,0.4565,83.7868,33.4844,739,5272,1468,143,0.837868481,0.334843679,0.478471997,0.81323424
23,3,121318,0.8271,0.3872,89.558,78.7696,54325,46017,14642,6334,7622,0.7838,0.4336,84.2404,32.9929,743,5231,1509,139,0.842403628,0.329928952,0.474154435,0.813101814
13,0,121318,0.8055,0.4325,84.825,78.137,51454,46262,14397,9205,7622,0.7753,0.4699,85.034,32.175,750,5159,1581,132,0.850340136,0.321750322,0.466853408,0.812820068
19,3,121318,0.8189,0.4075,87.9886,78.4274,53373,45978,14681,7286,7622,0.7503,0.4712,87.5283,30.0975,772,4947,1793,110,0.875283447,0.300974659,0.447925733,0.812791723
24,2,121318,0.8213,0.4004,87.7166,78.9015,53208,46431,14228,7451,7622,0.765,0.4624,86.0544,31.2732,759,5072,1668,123,0.860544218,0.312731768,0.458748867,0.812772109
20,3,121318,0.8188,0.4059,88.0595,78.372,53416,45918,14741,7243,7622,0.7695,0.4571,85.6009,31.6562,755,5110,1630,127,0.85600907,0.316561845,0.462197735,0.812754535
16,1,121318,0.8115,0.4196,86.2593,78.2579,52324,46122,14537,8335,7622,0.7649,0.478,86.0544,31.2603,759,5071,1669,123,0.860544218,0.312602965,0.458610272,0.812722109
14,1,121318,0.806,0.43,85.557,77.8373,51898,45882,14777,8761,7622,0.7285,0.5511,89.6825,28.5663,791,4762,1978,91,0.896825397,0.285662694,0.433305944,0.812662698
13,1,121318,0.8046,0.4324,84.9899,77.935,51554,46063,14596,9105,7622,0.778,0.4257,84.6939,32.4219,747,5183,1557,135,0.846938776,0.32421875,0.468926554,0.812469388
4,3,121318,0.7912,0.4606,83.277,76.8897,50515,45476,15183,10144,7622,0.7608,0.5042,86.3946,30.9128,762,5037,1703,120,0.863945578,0.309127789,0.455333134,0.812372789
17,3,121318,0.8124,0.4174,86.6763,78.171,52577,45977,14682,8082,7622,0.7742,0.4267,85.034,32.065,750,5151,1589,132,0.850340136,0.32064985,0.465693884,0.812270068
15,1,121318,0.8084,0.4254,85.9955,77.9556,52164,45908,14751,8495,7622,0.7709,0.4711,85.2608,31.7568,752,5124,1616,130,0.85260771,0.317567568,0.462769231,0.811753855
9,3,121318,0.7924,0.4611,83.3957,76.9993,50587,45548,15111,10072,7622,0.7414,0.5305,88.2086,29.414,778,4873,1867,104,0.882086168,0.294139887,0.441168132,0.811743084
17,2,121318,0.8109,0.424,85.5158,78.5645,51873,46506,14153,8786,7622,0.7431,0.553,87.9819,29.5282,776,4888,1852,106,0.879818594,0.295281583,0.442165242,0.811459297
9,2,121318,0.7994,0.4467,83.3545,78.0218,50562,46416,14243,10097,7622,0.7914,0.4739,83.1066,33.7167,733,5299,1441,149,0.83106576,0.337166513,0.479712042,0.81123288
19,2,121318,0.8131,0.418,86.0482,78.5978,52196,46446,14213,8463,7622,0.7864,0.4417,83.5601,33.1982,737,5257,1483,145,0.835600907,0.331981982,0.475177305,0.811000454
18,0,121318,0.811,0.4185,86.1884,78.2298,52281,46110,14549,8378,7622,0.7724,0.4403,84.9206,31.8588,749,5138,1602,133,0.849206349,0.318587835,0.463346737,0.810803175
22,2,121318,0.8197,0.4046,87.3572,78.8553,52990,46450,14209,7669,7622,0.7439,0.4922,87.6417,29.5489,773,4897,1843,109,0.876417234,0.295489297,0.441966838,0.810158617
5,1,121318,0.7891,0.4608,83.4946,76.4783,50647,45082,15577,10012,7622,0.7358,0.5269,88.4354,28.9747,780,4828,1912,102,0.884353741,0.2897474,0.43648573,0.810076871
29,2,121318,0.8355,0.3739,90.4334,79.4957,54856,46510,14149,5803,7622,0.7579,0.4684,86.1678,30.6081,760,5017,1723,122,0.861678005,0.306081353,0.451708767,0.809789002
23,2,121318,0.8217,0.4003,87.5682,79.0329,53118,46567,14092,7541,7622,0.7655,0.4435,85.3741,31.2319,753,5082,1658,129,0.853741497,0.31231854,0.457333738,0.809620748
3,1,121318,0.7868,0.4677,83.2506,76.2825,50499,44958,15701,10160,7622,0.7518,0.4665,86.7347,30.1181,765,4965,1775,117,0.867346939,0.301181102,0.447106955,0.809573469
21,3,121318,0.8223,0.3988,88.8442,78.4625,53892,45866,14793,6767,7622,0.746,0.5076,87.3016,29.6839,770,4916,1824,112,0.873015873,0.296838859,0.443037975,0.809507937
17,1,121318,0.8141,0.4147,86.8247,78.3455,52667,46102,14557,7992,7622,0.7334,0.5359,88.5488,28.7979,781,4809,1931,101,0.885487528,0.287979351,0.434613244,0.809443764
26,3,121318,0.8376,0.3705,91.3846,79.2988,55433,46188,14471,5226,7622,0.7708,0.4783,84.8073,31.6815,748,5127,1613,134,0.848072562,0.316814909,0.461301264,0.809436281
10,5,121318,0.8045,0.4392,84.1986,78.3211,51074,46522,14137,9585,7622,0.7684,0.5187,85.034,31.4729,750,5107,1633,132,0.850340136,0.314729333,0.45941807,0.809370068
15,0,121318,0.808,0.4271,85.2256,78.2956,51697,46328,14331,8962,7622,0.7502,0.5163,86.8481,29.9922,766,4952,1788,116,0.868480726,0.299921691,0.445867288,0.809340363
31,2,121318,0.8422,0.3629,91.6022,79.8153,55565,46607,14052,5094,7622,0.7747,0.4251,84.3537,32.0276,744,5161,1579,138,0.843537415,0.320275506,0.464274571,0.809118707
9,1,121318,0.7937,0.452,84.0485,76.8569,50983,45307,15352,9676,7622,0.7296,0.5289,88.7755,28.5246,783,4778,1962,99,0.887755102,0.285245902,0.431761787,0.808677551
15,5,121318,0.8094,0.427,85.163,78.5294,51659,46535,14124,9000,7622,0.784,0.464,83.3333,32.9006,735,5241,1499,147,0.833333333,0.329006267,0.471758665,0.808666667
16,0,121318,0.8098,0.4235,85.6295,78.3392,51942,46297,14362,8717,7622,0.7678,0.4745,84.9206,31.3915,749,5103,1637,133,0.849206349,0.313914501,0.458384333,0.808503175
18,1,121318,0.8163,0.4104,87.3358,78.3939,52977,46058,14601,7682,7622,0.7678,0.4569,84.9206,31.3915,749,5103,1637,133,0.849206349,0.313914501,0.458384333,0.808503175
1,1,121318,0.7796,0.4859,84.464,74.7443,51235,43347,17312,9424,7622,0.7553,0.5017,86.1678,30.3636,760,4997,1743,122,0.861678005,0.303635637,0.449039882,0.808489002
32,3,121318,0.8569,0.3359,93.4552,80.8907,56689,47267,13392,3970,7622,0.7768,0.4824,84.0136,32.2034,741,5180,1560,141,0.840136054,0.322033898,0.465598492,0.808468027
25,3,121318,0.8337,0.3767,90.8373,79.0296,55101,46038,14621,5558,7622,0.7649,0.4578,85.1474,31.136,751,5079,1661,131,0.851473923,0.311359867,0.455980571,0.808186961
10,0,121318,0.802,0.4419,84.4343,77.8398,51217,46078,14581,9442,7622,0.7715,0.4513,84.4671,31.7021,745,5135,1605,137,0.844671202,0.317021277,0.461014851,0.808085601
22,3,121318,0.8238,0.3953,88.9101,78.633,53932,46004,14655,6727,7622,0.7669,0.4479,84.9206,31.2996,749,5096,1644,133,0.849206349,0.312996239,0.45740458,0.808053175
6,1,121318,0.7903,0.4585,83.7468,76.5314,50800,45081,15578,9859,7622,0.7737,0.4423,84.2404,31.9021,743,5154,1586,139,0.842403628,0.319021039,0.462784179,0.808051814
16,5,121318,0.8109,0.4233,85.4943,78.5769,51860,46520,14139,8799,7622,0.7742,0.455,84.127,31.9415,742,5159,1581,140,0.841269841,0.31941455,0.463026521,0.807734921
29,3,121318,0.8467,0.3544,92.4529,79.9991,56081,46638,14021,4578,7622,0.7612,0.4829,85.3741,30.8101,753,5049,1691,129,0.853741497,0.308101473,0.452796152,0.807470748
10,1,121318,0.7966,0.4456,84.2348,77.175,51096,45547,15112,9563,7622,0.7747,0.4461,84.0136,31.981,741,5164,1576,141,0.840136054,0.319810099,0.463269772,0.807418027
21,0,121318,0.8187,0.4034,88.0776,78.3559,53427,45901,14758,7232,7622,0.7678,0.452,84.6939,31.3602,747,5105,1635,135,0.846938776,0.313602015,0.457720588,0.807369388
24,3,121318,0.829,0.3836,90.1795,78.7192,54702,45871,14788,5957,7622,0.7506,0.4851,86.3946,29.9646,762,4959,1781,120,0.863945578,0.299646087,0.444963504,0.807272789
11,4,121318,0.8058,0.4334,84.8431,78.1786,51465,46294,14365,9194,7622,0.7662,0.5207,84.8073,31.2187,748,5092,1648,134,0.848072562,0.312186978,0.456375839,0.807136281
19,0,121318,0.8156,0.4119,87.1495,78.3867,52864,46083,14576,7795,7622,0.7703,0.4621,84.3537,31.5655,744,5127,1613,138,0.843537415,0.315655494,0.45940105,0.806918707
18,5,121318,0.815,0.4179,86.2032,78.7868,52290,46580,14079,8369,7622,0.7575,0.4679,85.6009,30.4927,755,5019,1721,127,0.85600907,0.304927302,0.449672424,0.806754535
4,2,121318,0.7888,0.4667,83.0512,76.6532,50378,45315,15344,10281,7622,0.7631,0.4863,85.034,30.9406,750,5066,1674,132,0.850340136,0.309405941,0.453720508,0.806720068
27,2,121318,0.8301,0.3844,89.6174,79.1604,54361,46348,14311,6298,7622,0.7801,0.4352,83.3333,32.4647,735,5211,1529,147,0.833333333,0.324646643,0.467260013,0.806716667
20,1,121318,0.8212,0.4019,88.2392,78.6196,53525,46103,14556,7134,7622,0.781,0.4356,83.22,32.5499,734,5219,1521,148,0.832199546,0.325498891,0.467963022,0.806599773
24,0,121318,0.8273,0.3883,89.5283,78.8063,54307,46054,14605,6352,7622,0.7625,0.4775,85.034,30.8896,750,5062,1678,132,0.850340136,0.308896211,0.453172205,0.806420068
1,3,121318,0.783,0.4835,83.5029,75.626,50652,44334,16325,10007,7622,0.7443,0.532,86.8481,29.4729,766,4907,1833,116,0.868480726,0.294728742,0.440103419,0.806390363
21,5,121318,0.8215,0.4029,87.9919,78.7928,53375,46293,14366,7284,7622,0.7539,0.4794,85.8277,30.1834,757,4989,1751,125,0.858276644,0.301834131,0.44660767,0.806088322
14,0,121318,0.8062,0.4306,84.9157,78.1968,51509,46297,14362,9150,7622,0.7821,0.4903,82.9932,32.6349,732,5229,1511,150,0.829931973,0.32634864,0.46848,0.806015986
28,2,121318,0.833,0.3784,90.1482,79.2886,54683,46375,14284,5976,7622,0.7661,0.4513,84.5805,31.1743,746,5093,1647,136,0.845804989,0.311742583,0.455572519,0.805952494
20,0,121318,0.8154,0.4088,87.2204,78.3216,52907,46015,14644,7752,7622,0.7788,0.4339,83.22,32.3063,734,5202,1538,148,0.832199546,0.32306338,0.46544071,0.805499773
16,4,121318,0.8126,0.4155,86.2856,78.4049,52340,46243,14416,8319,7622,0.7425,0.4979,86.8481,29.315,766,4893,1847,116,0.868480726,0.293149636,0.438340486,0.805490363
27,3,121318,0.8399,0.3638,91.6863,79.4616,55616,46284,14375,5043,7622,0.7489,0.4991,86.1678,29.7806,760,4948,1792,122,0.861678005,0.297805643,0.442632499,0.805289002
2,3,121318,0.787,0.469,83.2721,76.301,50512,44970,15689,10147,7622,0.7613,0.5124,84.9206,30.7598,749,5054,1686,133,0.849206349,0.307597536,0.451612903,0.805253175
4,1,121318,0.7882,0.4634,83.5325,76.3378,50670,44953,15706,9989,7622,0.7633,0.4774,84.6939,30.9189,747,5071,1669,135,0.846938776,0.309188742,0.453001819,0.805119388
11,5,121318,0.8052,0.4377,84.4755,78.2787,51242,46440,14219,9417,7622,0.7791,0.4899,83.1066,32.3192,733,5205,1535,149,0.83106576,0.32319224,0.465396825,0.80508288
3,3,121318,0.7889,0.4658,83.2803,76.5513,50517,45185,15474,10142,7622,0.7608,0.4945,84.9206,30.7093,749,5050,1690,133,0.849206349,0.307093071,0.451068955,0.805003175
25,2,121318,0.8246,0.3938,88.4996,78.956,53683,46351,14308,6976,7622,0.7755,0.4378,83.4467,31.9861,736,5175,1565,146,0.83446712,0.31986093,0.462456802,0.80498356
23,5,121318,0.8259,0.3938,88.9332,78.9238,53946,46253,14406,6713,7622,0.7718,0.4874,83.7868,31.6488,739,5144,1596,143,0.837868481,0.316488223,0.459434256,0.80483424
26,1,121318,0.8415,0.3628,91.4885,79.7838,55496,46597,14062,5163,7622,0.7627,0.4911,84.6939,30.855,747,5066,1674,135,0.846938776,0.308550186,0.452316076,0.804819388
23,0,121318,0.8242,0.3939,89.0404,78.6347,54011,45984,14675,6648,7622,0.7648,0.4577,84.4671,31.0287,745,5084,1656,137,0.844671202,0.31028738,0.453853183,0.804735601
8,1,121318,0.7916,0.4544,83.948,76.6159,50922,45117,15542,9737,7622,0.7697,0.4351,83.9002,31.4492,740,5127,1613,142,0.839002268,0.314492138,0.457496136,0.804351134
16,2,121318,0.8086,0.4265,85.0624,78.4713,51598,46503,14156,9061,7622,0.7901,0.4263,81.8594,33.395,722,5300,1440,160,0.818594104,0.333950046,0.474375821,0.804347052
34,2,121318,0.8509,0.3474,92.6145,80.4961,56179,47047,13612,4480,7622,0.7526,0.493,85.6009,30.0318,755,4981,1759,127,0.85600907,0.300318218,0.444640754,0.804304535
8,4,121318,0.8012,0.4429,83.9051,77.9968,50896,46301,14358,9763,7622,0.7852,0.4282,82.3129,32.8953,726,5259,1481,156,0.823129252,0.32895333,0.470055034,0.804164626
30,3,121318,0.8505,0.3473,93.0678,80.2052,56454,46726,13933,4205,7622,0.7544,0.4646,85.3741,30.1683,753,4997,1743,129,0.853741497,0.301682692,0.445825933,0.804070748
11,0,121318,0.8044,0.4377,84.5002,78.1559,51257,46333,14326,9402,7622,0.7351,0.5523,87.3016,28.7635,770,4833,1907,112,0.873015873,0.287635413,0.432705816,0.804057937
24,1,121318,0.8354,0.3763,90.529,79.429,54914,46437,14222,5745,7622,0.7712,0.4538,83.6735,31.5654,738,5140,1600,144,0.836734694,0.315654405,0.458385093,0.803967347
13,5,121318,0.8078,0.432,84.67,78.5525,51360,46636,14023,9299,7622,0.7632,0.4592,84.4671,30.8744,745,5072,1668,137,0.844671202,0.308744302,0.452200303,0.803935601
12,5,121318,0.8062,0.4348,84.4359,78.4481,51218,46588,14071,9441,7622,0.7823,0.429,82.5397,32.6019,728,5235,1505,154,0.825396825,0.326018809,0.46741573,0.803848413
14,5,121318,0.8093,0.4285,85.0789,78.5653,51608,46579,14080,9051,7622,0.7709,0.4528,83.6735,31.5385,738,5138,1602,144,0.836734694,0.315384615,0.458100559,0.803817347
17,5,121318,0.8111,0.4229,85.6361,78.5347,51946,46461,14198,8713,7622,0.7844,0.4424,82.3129,32.8061,726,5253,1487,156,0.823129252,0.328061455,0.46914378,0.803764626
12,4,121318,0.8082,0.4299,84.886,78.502,51491,46558,14101,9168,7622,0.7594,0.5038,84.8073,30.5556,748,5040,1700,134,0.848072562,0.305555556,0.449249249,0.803736281
9,0,121318,0.7997,0.4456,84.0848,77.697,51005,46018,14641,9654,7622,0.7568,0.4975,85.034,30.3398,750,5018,1722,132,0.850340136,0.303398058,0.447227191,0.803570068
30,2,121318,0.8387,0.3685,90.9626,79.6561,55177,46567,14092,5482,7622,0.7623,0.4658,84.4671,30.7851,745,5065,1675,137,0.844671202,0.30785124,0.451241672,0.803485601
7,2,121318,0.7934,0.4567,82.8583,77.4056,50261,45988,14671,10398,7622,0.796,0.4195,81.0658,33.999,715,5352,1388,167,0.810657596,0.33999049,0.479061977,0.803328798
10,4,121318,0.8059,0.4356,84.459,78.3975,51232,46542,14117,9427,7622,0.7573,0.4928,84.9206,30.3731,749,5023,1717,133,0.849206349,0.303730738,0.447431302,0.803253175
3,2,121318,0.7876,0.47,83.0973,76.4666,50406,45146,15513,10253,7622,0.7617,0.4726,84.4671,30.7343,745,5061,1679,137,0.844671202,0.307343234,0.450695705,0.803185601
28,3,121318,0.843,0.3585,92.082,79.6839,55856,46418,14241,4803,7622,0.7627,0.4505,84.3537,30.8075,744,5069,1671,138,0.843537415,0.308074534,0.451319381,0.803118707
7,5,121318,0.7981,0.45,83.3067,77.8581,50533,46288,14371,10126,7622,0.7375,0.5461,86.8481,28.8948,766,4855,1885,116,0.868480726,0.288947567,0.433625814,0.802990363
1,2,121318,0.783,0.4825,83.5853,75.59,50702,44286,16373,9957,7622,0.7443,0.5421,86.1678,29.3777,760,4913,1827,122,0.861678005,0.293776575,0.438166619,0.802989002
33,2,121318,0.846,0.355,91.9896,80.1482,55800,46838,13821,4859,7622,0.7623,0.47,84.3537,30.7692,744,5066,1674,138,0.843537415,0.307692308,0.450909091,0.802918707
31,3,121318,0.8546,0.3407,93.4124,80.5914,56663,47013,13646,3996,7622,0.77,0.4652,83.5601,31.4286,737,5132,1608,145,0.835600907,0.314285714,0.456770995,0.802800454
12,0,121318,0.8045,0.4378,84.5629,78.1376,51295,46307,14352,9364,7622,0.7846,0.4274,82.0862,32.7899,724,5256,1484,158,0.820861678,0.327898551,0.468608414,0.802730839
34,3,121318,0.862,0.3252,93.9399,81.345,56983,47591,13068,3676,7622,0.7718,0.4856,83.3333,31.5857,735,5148,1592,147,0.833333333,0.315857327,0.458086631,0.802566667
23,1,121318,0.8309,0.3839,89.9042,79.1165,54535,46264,14395,6124,7622,0.7638,0.4588,84.127,30.8909,742,5080,1660,140,0.841269841,0.308909242,0.451887942,0.802534921
40,3,121318,0.8779,0.2955,94.8483,83.1104,57534,48967,11692,3125,7622,0.7875,0.4658,81.746,33.0734,721,5281,1459,161,0.817460317,0.330733945,0.47093403,0.802480159
22,0,121318,0.8212,0.3993,88.4321,78.5204,53642,45985,14674,7017,7622,0.7335,0.5208,87.0748,28.6034,768,4823,1917,114,0.870748299,0.28603352,0.430613961,0.80212415
21,1,121318,0.8237,0.3967,88.7848,78.6885,53856,46073,14586,6803,7622,0.7709,0.4449,83.3333,31.491,735,5141,1599,147,0.833333333,0.314910026,0.457089552,0.802116667
